question_idx,framework,em,f1,total_tokens
4025,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4022
6521,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4256
9396,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4607
7968,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,9344
3,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4145
1495,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,9015
7554,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4271
8074,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14099
2324,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4179
2406,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4107
699,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5314
5805,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12257
9070,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4210
2168,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12992
4086,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4383
8586,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,8761
3675,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5365
7916,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4377
7103,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4264
4079,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4618
1857,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4198
3351,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5409
9800,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12561
2693,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5538
2119,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4770
44,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,9297
4452,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4250
9903,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4210
2548,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4585
8675,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4266
7355,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4365
4326,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5253
3691,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4600
3568,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4302
762,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4233
2492,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5987
9445,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5385
7187,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,9000
8129,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4361
6454,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4203
6886,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4268
1023,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7650
9981,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4276
8921,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4702
7674,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5498
2073,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12266
6466,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4589
6455,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,8928
8956,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4661
3445,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4713
380,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4413
3018,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4369
5620,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5987
9889,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4189
5798,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4401
6458,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4140
9581,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13408
4608,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5522
225,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4140
3655,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12489
3831,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4572
1205,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4247
5373,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10007
2350,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5288
5728,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4234
1994,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4217
7409,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4113
2657,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4133
8960,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5372
8632,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4358
1789,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5313
8370,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4640
9965,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,8206
1065,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,14388
81,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4190
3581,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4255
4226,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13355
9322,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4339
8303,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5589
6932,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4747
9498,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5067
5381,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4199
4080,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5304
9871,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,11784
2985,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4482
5364,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4375
120,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4412
9141,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5547
4324,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5688
7309,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4228
1527,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5506
7706,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4841
7453,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5781
6544,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4321
3255,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10629
6047,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,9351
8422,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4407
7587,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5400
8275,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,3955
9923,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4458
1419,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4165
6066,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4214
9359,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4257
7169,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5443
9109,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5505
905,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,8282
4645,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12164
430,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4159
619,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5561
285,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4205
6739,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4192
5493,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4191
8766,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5160
2667,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4410
3750,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4357
5960,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4297
9634,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10463
3667,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4196
8684,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12944
9428,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4075
4805,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4544
7858,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5338
2745,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4178
7236,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13987
5536,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6275
3546,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4402
9454,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4259
193,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6639
4,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4144
6617,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13498
6348,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4658
1399,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5420
527,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4251
5217,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4539
8256,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4299
8100,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5725
8566,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,11922
7795,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4681
2594,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5505
9341,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4635
5031,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5671
2692,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5512
9136,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4189
1952,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4146
9769,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5593
4159,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4199
7978,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4183
7365,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4145
6837,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13820
693,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7390
1412,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4343
9337,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5862
558,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4186
5629,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6746
1178,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5152
3026,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11601
5518,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4882
1122,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4244
1347,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4140
8720,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,2907
3017,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4260
913,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,6927
4832,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5688
2570,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4133
1680,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7245
7539,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4228
4328,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4108
7847,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4110
6579,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5352
6331,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4080
5922,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13005
5352,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4245
6447,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5275
9767,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13473
8806,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5719
4027,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4120
1720,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7630
5025,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5398
4062,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4360
3764,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12404
2729,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4381
6165,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4152
1404,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5462
2623,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4730
4099,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13710
754,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14069
825,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,8419
1738,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4168
6224,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6006
6535,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7189
7832,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4258
4754,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4203
633,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5908
3823,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12708
6087,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4282
4992,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10380
8661,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4248
5954,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4395
927,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5430
7288,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4766
5166,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10570
818,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5279
9794,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4116
8747,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7371
7196,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4167
9356,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4859
546,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12275
4091,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4292
4384,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4154
3254,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4459
3053,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12872
404,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,3952
6611,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4193
8847,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4339
2919,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4539
1167,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5767
8408,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,10974
5972,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12908
6036,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4197
5168,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4440
9670,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4491
5006,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,11766
4425,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,8301
2294,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4420
6464,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11885
8477,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4165
5871,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4157
232,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7423
880,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4444
9476,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4353
7051,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11761
5733,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6062
9370,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5659
8379,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4614
9395,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4378
2576,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4247
3095,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6104
3389,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4122
5501,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4393
7320,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4374
9459,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4161
9174,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5671
6696,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4570
273,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4397
9536,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,12475
3550,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4182
2161,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4371
9989,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4225
5555,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4378
6747,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4292
244,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4001
9666,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4354
6849,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5320
5891,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7178
4320,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4098
3804,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7555
5440,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4121
6349,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4102
3015,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4224
6991,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4152
6526,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4119
16,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4491
3306,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5374
4885,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4196
7083,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7341
6971,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4238
4923,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4035
6829,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4191
2186,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4356
2107,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,10270
3266,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5259
8571,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4162
846,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13181
7445,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5960
7831,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7522
8350,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4400
5855,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5511
8808,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5301
7423,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,14140
9055,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5360
3547,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4527
9409,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4290
7989,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5568
41,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4561
4728,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,0
1594,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4233
669,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4272
3747,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4350
446,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5931
5030,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4177
5161,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4368
259,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5452
2703,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4163
8028,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12743
857,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4087
3604,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5512
3968,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4350
3069,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13152
9503,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4076
1208,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4419
7091,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5767
5552,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5644
9120,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5637
1746,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,10816
806,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4487
226,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4189
1552,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4544
6753,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4249
9529,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11803
9202,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,13207
7840,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4149
3284,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4233
5579,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,6015
5971,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5531
1354,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4268
5816,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,13081
7649,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4296
2146,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4246
7842,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5259
906,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5526
4974,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4581
394,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4548
1092,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5432
3169,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4851
1589,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4532
7899,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4145
3603,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4792
6996,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4140
8123,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4096
3817,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4061
5277,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4913
1098,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4171
4369,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11351
1402,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5656
2464,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5886
5090,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4255
8952,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5425
6031,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4181
7440,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4087
7717,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4603
5042,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4216
8075,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5421
1330,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4270
5762,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5334
7069,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5435
2577,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4358
7030,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4132
5163,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,7383
4144,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5424
9172,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5600
3641,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12108
292,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4209
9768,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4300
1765,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4552
1726,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,12254
7382,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7419
1887,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4310
3047,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4496
1936,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4427
3898,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5527
4221,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4297
7822,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,7155
5229,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4476
7564,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,11348
4993,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5537
1783,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4314
9724,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4230
8772,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4725
3020,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,5546
2925,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4313
4125,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4278
8289,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,10005
6406,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4310
1139,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4391
4210,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4342
227,Trajectory-Conditioned Answer Revision (TCAR),0.0,0.0,4427
1012,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,4225
2639,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5014
8930,Trajectory-Conditioned Answer Revision (TCAR),1.0,1.0,5624
